ID_VEHICULE,ID_POLICE,NUM_SERIE,MARQUE,PUISSANCE,IMMATRICULATION,GENRE_VEHICULE,TYPE_VEHICULE,NB_PLACE,DATE_MEC,VALEUR_A_NEUF,VALEUR_ACTUELLE,CHARGE_UTILE,POIDS_TOTAL,CODE_USAGE
13076,13076,EMDWBPE9X9NEJXSPY,Seat,7,307 TUN 8170,VP,Voiture Particulière,5,2002-02-25,23906383.144,15709960.016,0.0,24726.94,5
13077,13077,MHXNYI0V4QO8I74AL,Kia,13,309 TUN 7080,VP,Voiture Particulière,2,2022-08-12,40157685.898,28843335.913,0.0,30938.98,5
13078,13078,9ODKS9OKAH1P0LDPV,Hyundai,13,850 TUN 4480,VU,Véhicule Utilitaire,7,2013-02-10,83074550.193,76220140.939,7892.74,22226.19,5
13079,13079,8ATNB5R2NS4V3DJS5,Seat,9,937 TUN 3182,VP,Voiture Particulière,4,2010-03-04,54718891.954,28444275.591,0.0,24282.19,2
13080,13080,J3R3IG093G7LSNVO0,Toyota,6,546 TUN 1131,VP,Voiture Particulière,4,2004-06-25,42931108.192,19899818.813,0.0,10983.53,4
13081,13081,NPYFI6G3LYBN4WNLU,Skoda,25,497 TUN 3260,VU,Véhicule Utilitaire,16,2010-03-07,54983227.431,,1044.2,11037.63,3
13082,13082,W686VBDT7JDTN165A,Nissan,10,741 TUN 7399,VU,Véhicule Utilitaire,30,2019-10-24,27295250.333,19691285.747,13146.88,22676.95,3
13083,13083,1PJ82LZ5BFA0GQERG,Kia,10,917 TUN 2151,VU,Véhicule Utilitaire,16,2018-02-15,25485563.331,7842646.341,3927.1,31385.66,3
13084,13084,8MPZBKMXN96N61GIE,Renault,8,415 TUN 8149,VU,Véhicule Utilitaire,16,2012-08-12,22609092.963,18300681.623,4324.55,15494.36,4
13085,13085,P3SSZ75XNM3VU6FXM,Hyundai,6,901 TUN 3224,VP,Voiture Particulière,4,2005/10/09,,12969115.724,0.0,12707.15,5
13086,13086,X5IJRSDRYGPBSCE12,Toyota,5,566 TUN 1392,VP,Voiture Particulière,50,2013-03-18,26608794.266,12900720.938,0.0,34048.97,5
13087,13087,DJ9DOPZ0OE350BB1U,Kia,8,992 TUN 7193,VP,Voiture Particulière,9,2019-11-25,60122376.378,38302455.778,0.0,37268.18,2
13088,13088,B27OQ76HTT6L5RYSC,Skoda,13,768 TUN 6632,VP,Voiture Particulière,5,2002-06-03,25908808.623,10506999.852,0.0,12980.19,0
13089,13089,CFH36TSF1IA4G27CM,Nissan,8,602 TUN 2685,VP,Voiture Particulière,9,2016-08-09,21996511.287,15203759.449,0.0,24763.76,0
13090,13090,JOLDM6ULFS0Y4FP0Q,Renault,6,998 TUN 1059,VP,Voiture Particulière,5,2021-03-13,86793636.818,40032119.798,0.0,16489.66,0
13091,13091,QSLUX9XVZP237ABV4,Hyundai,5,830 TUN 2549,VP,Voiture Particulière,16,2019-11-23,26220907.939,14135622.961,0.0,23166.25,5
13092,13092,S6PU3DZH7IU13MKRH,Hyundai,10,984 TUN 5189,VU,Véhicule Utilitaire,16,2013-10-11,35481411.855,18511067.625,3057.29,35451.19,0
13093,13093,IPI59VLSH3B9UJJD0,BMW,17,238 TUN 4023,VP,Voiture Particulière,50,2016-10-07,41178082.366,22653760.516,0.0,17659.62,2
13094,13094,Z18QEQYN7BSTJ4L5C,Hyundai,8,521 TUN 5375,AR,Tracteur/Remorque,1,2015-03-28,18613705.451,7899489.933,0.0,22483.59,0
13095,13095,6YEO78SHXULAXPKQO,Renault,11,175 TUN 9396,VP,Voiture Particulière,9,2024-03-28,60945901.241,,0.0,26245.21,5
13096,13096,OOHXXSXBEOGC9H7XY,Toyota,16,572 TUN 5818,VP,Voiture Particulière,30,2008-11-24,45186765.316,26805996.953,0.0,31623.15,5
13097,13097,3Z0GT4ITKO26GUG5J,BMW,10,161 TUN 7796,VU,Véhicule Utilitaire,7,2004-05-19,71624466.533,37798525.962,3441.09,2606.79,3
13098,13098,PQ4Z1UJ529HUYD5JI,Fiat,9,996 TUN 6943,VU,Véhicule Utilitaire,5,2011-01-06,23397607.005,14896373.082,7897.32,12874.95,0
13099,13099,2G1QLILPAW56Z5EGG,Toyota,13,730 TUN 9190,PL,Poids Lourd,2,2018-09-21,34529278.533,29798757.301,3881.93,22429.63,0
13100,13100,81ISQFR7SQ7JIUG4E,Dacia,18,461 TUN 4124,VP,Voiture Particulière,2,2022-12-15,33512637.232,28963314.784,0.0,33829.87,5
13101,13101,U0XP20V0LRHV5EXY4,Toyota,9,617 TUN 2562,VU,Véhicule Utilitaire,50,2024-11-02,37494301.754,23464745.067,14565.86,35693.71,1
13102,13102,CRTAIO95S88MOLQRS,Toyota,12,472 TUN 2220,VP,Voiture Particulière,5,2008-06-10,15878045.148,8224179.711,0.0,18699.62,5
13103,13103,MBR81UPGFC12LW98U,BMW,11,319 TUN 3923,VU,Véhicule Utilitaire,4,2016-11-07,34732050.645,18508023.527,3637.58,34508.11,3
13104,13104,Z1GTMQO3RGW84N4N5,Opel,9,557 TUN 4443,VP,Voiture Particulière,7,2001-06-24,16103115.544,9534496.138,0.0,5719.96,1
13105,13105,2Q3QLOMAAMTLZ14C1,Citroen,8,735 TUN 5494,VP,Voiture Particulière,2,2017/10/04,39307359.132,22990211.382,0.0,15764.76,2
13106,13106,A24OVAG28XJUO8V2N,Kia,10,547 TUN 1846,VP,Voiture Particulière,30,2023-01-28,11335281.959,3766564.955,0.0,18627.71,0
13107,13107,Q1KNOYOKQUJWTV41F,Peugeot,15,534 TUN 5160,VP,Voiture Particulière,5,2023-05-12,13019539.974,8837307.508,0.0,33494.05,3
13108,13108,7HJXOG6D7LWIQ8EC8,Hyundai,11,603 TUN 4318,VP,Voiture Particulière,50,2000-10-09,49477552.37,43119085.287,0.0,18596.22,5
13109,13109,9F6CK75NCW4FS13JI,Toyota,9,709 TUN 5026,VP,Voiture Particulière,50,2015-10-25,24998741.745,20661486.693,0.0,7236.9,0
13110,13110,6QDXDRKL5JXQEU51M,Renault,9,360 TUN 3179,VU,Véhicule Utilitaire,9,2011-09-05,20051735.011,8642209.117,9981.14,16295.57,2
13111,13111,SO868UACKUOFEMTN3,Renault,10,848 TUN 9990,VP,Voiture Particulière,50,2001-03-27,62033063.897,51933682.777,0.0,37172.1,5
13112,13112,GP6SOB275ZGM2D446,Dacia,20,143 TUN 6996,VP,Voiture Particulière,7,2015-06-18,38708446.409,16750275.621,0.0,26090.07,2
13113,13113,WMZSQWWXYGH27WJI4,Nissan,7,858 TUN 7466,TC,Transport en Commun,2,2013-12-16,50819991.914,44142624.004,0.0,34139.39,3
13114,13114,P7WTIPGDDJG9EPZBX,Renault,10,661 TUN 5647,VP,Voiture Particulière,50,2010-02-21,30238733.985,21603798.961,0.0,39908.18,1
13115,13115,LABY6WL14XOYPDLWB,Nissan,16,912 TUN 4817,VP,Voiture Particulière,30,2009-03-08,125469044.148,69526147.303,0.0,34144.82,1
13116,13116,CPFWZVOZGG8UI2KSM,Hyundai,9,  776 TUN 3265  ,VP,Voiture Particulière,16,2003-05-28,24288130.901,14447475.566,0.0,39496.63,1
13117,13117,9WHRA4RRJ48ZC503P,Opel,11,299 TUN 4044,VU,Véhicule Utilitaire,30,2016-07-24,78609495.16,36215027.289,12428.48,2065.56,5
13118,13118,LPJFUJE1BOWGF2DQ6,Kia,9,491 TUN 7757,VP,Voiture Particulière,7,2018-09-26,31866703.937,16418392.416,0.0,33914.98,0
13119,13119,9QFD9IZIHBBOYH5NR,Opel,14,786 TUN 5732,VU,Véhicule Utilitaire,5,2012-07-19,14367799.022,8626220.42,184.48,16747.2,1
13120,13120,Y2UESZB9R71YNNV03,Nissan,6,430 TUN 6636,VP,Voiture Particulière,30,2010-02-17,41832313.616,32895884.113,0.0,35738.14,5
13121,13121,7N6TOF2BHFNT1AY4G,Kia,10,699 TUN 2213,AR,Tracteur/Remorque,2,2019-06-25,38460279.282,14237337.439,0.0,10098.31,5
13122,13122,7GBP9FL858YLYA6J9,Seat,7,247 TUN 4007,VU,Véhicule Utilitaire,5,2009-03-20,19425445.18,15777702.241,7240.47,4748.74,2
13123,13123,G99KG66OFT7MFVAHQ,Renault,5,288 TUN 1484,VP,Voiture Particulière,50,2006-09-20,20720738.993,19117465.425,0.0,12485.08,0
13124,13124,WDSRPNYDEOCJNFTGS,Opel,9,402 TUN 4807,TC,Transport en Commun,2,2011-06-25,32456343.178,26435154.646,0.0,33532.85,1
13125,13125,LU1BUX28P7UWYUPHJ,Peugeot,11,326 TUN 4646,VP,Voiture Particulière,4,2002-10-17,39138969.327,22856308.727,0.0,37933.91,0
13126,13126,DF2W9QUP8MA0PNZ2N,Dacia,20,789 TUN 1404,TC,Transport en Commun,1,2002-06-21,9553552.545,3478022.588,0.0,39814.12,0
13127,13127,BQR6JAILH3077PMGO,Audi,9,142 TUN 6310,VP,Voiture Particulière,30,2006-05-14,55634607.645,35769922.851,0.0,26217.29,0
13128,13128,CBFNGDE9DY5S5DDK7,Volkswagen,7,771 TUN 5485,AR,Tracteur/Remorque,1,2020-12-14,25661600.59,15121382.692,0.0,5582.07,1
13129,13129,UGF7STCHIPVPHK0GD,Kia,7,109 TUN 7058,TC,Transport en Commun,2,2005-09-10,16884076.838,7421728.663,0.0,5394.6,1
13130,13130,F16LTCORFB8B5T0JX,Ford,10,266 TUN 4764,VP,Voiture Particulière,9,2014-12-28,52603254.831,24660507.293,0.0,34768.54,2
13131,13131,U4MM4KELK7LCVL5BD,Ford,9,571 TUN 8208,VU,Véhicule Utilitaire,16,2016-04-06,32473868.875,17861510.191,2923.02,5514.22,0
13132,13132,6Q1QJFLQXW6DQY7X2,Toyota,20,187 TUN 2641,VP,Voiture Particulière,50,2001-01-14,60360058.882,22612253.064,0.0,18819.25,2
13133,13133,U1DJOGSPQ4Y21IT31,Seat,5,758 TUN 1034,VP,Voiture Particulière,16,2003-08-23,40903713.457,16000139.935,0.0,1409.48,0
13134,13134,J65NTT5U2A7USAEIB,Peugeot,8,632 TUN 7474,VP,Voiture Particulière,4,2003-09-26,32834752.093,21020021.895,0.0,28450.2,3
13135,13135,X5X0561TI2HSZBXFC,Toyota,11,309 TUN 3597,VP,Voiture Particulière,30,2009-03-27,30443720.468,16346080.184,0.0,1126.65,0
13136,13136,BYBYKEUMX1USG3V0R,Citroen,11,339 TUN 8715,VP,Voiture Particulière,5,2022-02-02,41829469.425,20473025.806,0.0,18384.68,4
13137,13137,0L7B5T37WKDD22KYC,Toyota,13,707 TUN 9430,VP,Voiture Particulière,30,2008-01-21,26721783.431,15729028.194,0.0,10192.77,5
13138,13138,J02PWDS1P6R59Q9KM,Kia,10,409 TUN 9995,TC,Transport en Commun,1,2022-04-22,21455015.194,19351680.3,0.0,26943.07,4
13139,13139,4SXGSAZRKCN2KVX5A,Nissan,8,389 TUN 7961,VP,Voiture Particulière,5,2018-04-05,44576164.252,37479063.574,0.0,20725.03,3
13140,13140,0D37C84RAO6C4ZJNY,Audi,6,566 TUN 3116,VU,Véhicule Utilitaire,9,2004-10-25,-30569439.486,9224372.787,4773.38,7931.66,0
13141,13141,Q7RETWM038BVII9KN,Audi,7,981 TUN 4153,TC,Transport en Commun,2,2009-11-05,33415790.077,24002242.82,0.0,36221.33,3
13142,13142,N9HM8VOQ3LB6KZVXS,Audi,10,656 TUN 1803,VU,Véhicule Utilitaire,9,2021-10-23,56652416.266,27055010.995,12862.41,39485.26,5
13143,13143,N1MHTJKL79QQ71NIX,BMW,10,168 TUN 8860,VU,Véhicule Utilitaire,7,2002-05-07,31040922.579,22256115.516,13479.63,32210.37,0
13144,13144,H1Z7CZLLOT5A870US,Fiat,9,105 TUN 9629,VP,Voiture Particulière,5,2008-10-08,33107560.95,13231433.541,0.0,4865.11,4
13145,13145,YWE7YHADDD5L942E4,Kia,7,403 TUN 7158,AR,Tracteur/Remorque,2,2001-01-26,24347275.771,16586927.439,0.0,32228.16,1
13146,13146,0NH2Y88LM7MMDZDD9,Toyota,15,323 TUN 7831,PL,Poids Lourd,2,21-09-2019,40756473.583,17244937.087,215.17,34941.82,4
13147,13147,G8WTSIY1WM36O7KTW,Opel,8,845 TUN 6338,VP,Voiture Particulière,9,2007-03-27,39140536.824,28350360.746,0.0,38244.35,2
13148,13148,A2PA6FRUC66LM7J9Z,Mercedes,10,950 TUN 1680,VP,Voiture Particulière,9,2014-06-06,51554128.106,41974761.003,0.0,11960.1,1
13149,13149,F5JEJFX42QGHGF9GQ,Dacia,11,545 TUN 7218,PL,Poids Lourd,1,2023-09-20,24598372.999,13399376.323,11448.15,25971.32,1
13150,13150,N73FG1HZCOBJVZ6FX,Hyundai,6,746 TUN 7731,TC,Transport en Commun,1,2003-09-28,26136589.685,12963589.291,0.0,39209.69,1
13151,13151,0PYDZ1ATIN9NPVYOU,Skoda,18,322 TUN 5860,VU,Véhicule Utilitaire,30,2015-09-10,48828463.955,42336216.54,4891.69,31364.28,5
13152,13152,s6kxqwavwtx1k743k,Fiat,14,378 TUN 9385,VU,Véhicule Utilitaire,7,2003-08-22,37276057.21,16277915.149,3153.89,1032.74,1
13153,13153,FK3VJW2KSWXX2BNG5,Renault,7,412 TUN 8965,VU,Véhicule Utilitaire,30,2011-10-06,20887181.76,19234035.194,6600.97,30842.83,3
13154,13154,R85K5PDNTGVBTNL3J,Citroen,18,260 TUN 7518,VP,Voiture Particulière,50,2008-03-06,63150562.422,31901388.783,0.0,13289.76,1
13155,13155,S8HLRL6VNWF21YOR6,Skoda,13,903 TUN 1401,VP,Voiture Particulière,5,26-05-2022,14055579.534,,0.0,31268.86,2
13156,13156,A84XMHHLWG4NS1PRO,Peugeot,12,587 TUN 9103,VP,Voiture Particulière,7,2002-11-02,48637123.515,41007087.861,0.0,19396.36,4
13157,13157,C5W4WDMJCN2JLCC9V,BMW,5,866 TUN 6186,VP,Voiture Particulière,2,2002-10-23,17455219.279,10524886.206,0.0,30183.11,0
13158,13158,VNEN4VHWG7YQJDSJP,Seat,16,527 TUN 1073,VP,Voiture Particulière,16,2020-05-03,84363848.899,50277754.531,0.0,26682.22,3
13159,13159,X816XEMRNYUMXEPZT,Dacia,10,144 TUN 8370,VP,Voiture Particulière,9,2000-05-02,15179485.188,14204718.83,0.0,33098.71,1
13160,13160,8I6YJ835B1PRM8N4O,BMW,8,557 TUN 5022,AR,Tracteur/Remorque,1,2002-02-27,58461595.236,20632491.826,0.0,4320.22,2
13161,13161,SKABVYD5SKWY6405T,Peugeot,8,841 tun 1312,VP,Voiture Particulière,7,2002-07-17,31545392.523,12367733.83,0.0,30080.91,5
13162,13162,YW36U7PB895ERYHCK,Nissan,6,662 TUN 6246,PL,Poids Lourd,2,,27356206.617,23042188.778,11499.05,13266.44,3
13163,13163,CL83HA46HECKWWK2R,Citroen,8,817 TUN 5956,VP,Voiture Particulière,7,2011-01-15,36051304.512,22336192.845,0.0,8143.79,0
13164,13164,MIZ40R7XV2OXD3NP1,Opel,10,595 TUN 1660,VP,Voiture Particulière,50,2007-01-14,45069010.9,32842484.417,0.0,5116.41,5
13165,13165,QKLB14BUDAL3JLFPC,Volkswagen,12,538 TUN 5435,VU,Véhicule Utilitaire,9,2021-08-22,20906172.909,12781744.444,12469.97,14853.63,5
13166,13166,BNPWL0HZ84DBANLCI,Mercedes,12,327 TUN 5658,VP,Voiture Particulière,2,2017-09-16,21853276.367,8661122.131,0.0,6147.1,0
13167,13167,HV12HWSX8446X1YKT,Dacia,25,598 TUN 8107,VP,Voiture Particulière,7,2023-11-14,45469744.72,40481839.346,0.0,15823.23,3
13168,13168,9XPST47PVD97P2NF9,Citroen,6,547 TUN 8371,VU,Véhicule Utilitaire,4,2009-05-01,13993224.444,10541825.684,10639.69,8680.61,4
13169,13169,GJVUXJCWMYDSKDN2U,Skoda,11,995 TUN 9214,VP,Voiture Particulière,4,2015-09-22,24535723.913,10269534.365,0.0,25070.34,5
13170,13170,9SA8E7SBB3A9YFQ24,Nissan,15,,VP,Voiture Particulière,7,2021-01-20,150293221.824,101905484.061,0.0,21803.74,5
13171,13171,O19WBCYPTQ35ZA1TH,Volkswagen,10,709 TUN 1669,VP,Voiture Particulière,7,2016-04-08,20251689.835,9429330.635,0.0,11976.28,2
13172,13172,KWH8ASF8NCS7ABDSC,Ford,5,885 TUN 9140,VP,Voiture Particulière,2,2002-09-18,58331725.201,18813129.249,0.0,28529.12,4
13173,13173,1TZTDSL9KA7M6GC5V,Toyota,16,179 TUN 6017,VP,Voiture Particulière,2,2005-04-21,24514611.724,13538391.563,0.0,18339.8,5
13174,13174,22MCF8KURBZ4RB2JK,Skoda,17,954 TUN 7749,VP,Voiture Particulière,2,2000-05-25,42383845.76,39279220.304,0.0,33104.52,1
13175,13175,02HZZUNNQRP8SPU63,Ford,6,710 TUN 7626,VP,Voiture Particulière,2,2013-01-11,45577882.516,24015111.437,0.0,20078.83,0
13176,13176,U7KH6R0BTPPQC5YKY,Audi,18,897 TUN 4659,VP,Voiture Particulière,4,2020-12-12,,54808236.014,0.0,34500.27,4
13177,13177,LK35CKEONNT41Q48P,Seat,10,356 TUN 2096,VP,Voiture Particulière,4,2005-05-01,29728845.624,9917671.901,0.0,36069.63,0
13178,13178,HLDMYV19NHQYEMPBJ,Seat,8,608 TUN 4850,VP,Voiture Particulière,2,2019-04-18,,37837771.822,0.0,2398.55,3
13179,13179,LIS67C38SIHBQVDEY,Seat,16,101 TUN 4981,VP,Voiture Particulière,50,2003-12-03,24473146.097,14544511.893,0.0,2868.13,3
13180,13180,G0PNILXYXN058R3KH,Renault,18,214 TUN 8495,VP,Voiture Particulière,2,2004-12-12,36942214.732,13427818.785,0.0,33655.87,0
13181,13181,ZQO1Y3TB94WD0B7MC,Nissan,7,832 TUN 8599,PL,Poids Lourd,2,2013-11-16,37147006.424,11973097.432,1192.77,2402.68,4
13182,13182,8O24CB841RNGDN6JC,Nissan,5,260 TUN 9751,AR,Tracteur/Remorque,2,2011-06-22,18751254.579,-15489522.829,0.0,6139.87,4
13183,13183,URPQZSH0K22177U11,Nissan,10,  120 TUN 4825  ,VU,Véhicule Utilitaire,7,2006-11-13,28483033.48,16472664.646,10981.57,11110.32,4
13184,13184,1WTA89WTVNBFHGJK9,Dacia,6,801 TUN 3311,VU,Véhicule Utilitaire,7,2005-04-09,35623355.305,14483028.745,3581.02,39875.78,4
13185,13185,LL3OBGF4KPTO87HAT,Dacia,15,858 TUN 9987,VU,Véhicule Utilitaire,30,2013-05-09,26474558.082,19317235.114,5601.68,5988.62,3
13186,13186,6J2BKE1O6QHCO7YR7,Mercedes,14,300 TUN 3577,VP,Voiture Particulière,30,2023-04-07,111353152.368,41908821.212,0.0,18497.89,1
13187,13187,NAK6K7NIXTG4LOPVA,BMW,12,880 TUN 5758,AR,Tracteur/Remorque,2,2007-05-06,21605175.322,9484829.42,0.0,14055.79,5
13188,13188,TXGAR64O8YL3D0IRL,Dacia,9,819 TUN 4322,VP,Voiture Particulière,50,2015-05-19,59261328.206,35930712.981,0.0,37037.51,4
13189,13189,5WWHUF7GLBF0QQWUP,Kia,10,264 TUN 7415,VP,Voiture Particulière,16,2005-10-04,,31485994.914,0.0,34693.6,2
13190,13190,9UJ1EB3GI9CPX14DY,Toyota,11,935 TUN 5415,VP,Voiture Particulière,4,2011-05-23,32632660.862,12912020.619,0.0,23674.62,0
13191,13191,DD61G5FYXQ1BE1SCB,Citroen,8,956 TUN 3377,VP,Voiture Particulière,7,2016-03-13,21319884.761,13844860.692,0.0,31905.79,5
13192,13192,H7UZ3B2X1IF9ZMZ21,Volkswagen,12,822 TUN 1851,VP,Voiture Particulière,5,2010-05-14,22378866.659,10520221.936,0.0,16342.27,4
13193,13193,0RT0FKPGR5MUTZONB,Renault,11,746 TUN 2243,VP,Voiture Particulière,50,2011-04-12,25362230.303,12766223.091,0.0,22418.89,0
13194,13194,5XSTWGMP1V1AE0XJW,Mercedes,10,765 TUN 9227,VP,Voiture Particulière,16,2003-02-27,13455313.45,4668648.292,0.0,22230.65,5
13195,13195,VEJBMMBXSYYU39RIV,Citroen,17,674 TUN 5281,PL,Poids Lourd,2,2022-07-15,19895866.729,11102909.69,5080.39,1568.73,3
13196,13196,NONJ5DXXK0NFL3ZW5,BMW,5,481 TUN 2513,PL,Poids Lourd,1,2015-01-10,15658383.545,10285768.223,6687.93,1247.27,0
13197,13197,8G6SX79Y0B05X0Q2H,Nissan,9,540 TUN 2542,VU,Véhicule Utilitaire,9,2019-03-23,64404417.315,50861067.513,1909.77,35261.39,0
13198,13198,GCQNHVNRDAOIH8331,Nissan,12,614 TUN 8077,VP,Voiture Particulière,30,2000-02-02,44767208.452,15035780.786,0.0,30088.12,5
13199,13199,S4MKVPZJ6TBHXM4L3,Ford,6,198 TUN 5318,VP,Voiture Particulière,4,2012-06-01,48678223.326,,0.0,39155.52,2
13200,13200,SVBE5ZDMORTNDKNT6,Hyundai,7,106 TUN 4008,VP,Voiture Particulière,50,2006-08-07,44108861.212,15438527.183,0.0,19464.8,1
13201,13201,OHIL3DNCTFJ8WMZZJ,Kia,10,723 TUN 8851,VU,Véhicule Utilitaire,7,2000-05-07,35720634.989,10749923.648,8723.19,34339.66,1
13202,13202,  CQ1A3LWUK1MBCT6HN  ,Renault,6,243 TUN 4152,VP,Voiture Particulière,2,2015-05-02,68209570.648,53676710.627,0.0,11811.45,0
13203,13203,HK86QQZTQ0CTE3H85,BMW,8,269 TUN 1558,VP,Voiture Particulière,7,2008-07-19,24212363.549,13620224.343,0.0,33694.5,2
13204,13204,VWSDBU2IA906601P3,Audi,9,429 TUN 5042,PL,Poids Lourd,1,2018-09-23,34659766.545,20796024.985,14696.02,38946.5,3
13205,13205,OVG9LDP6Z8FKI5GLK,Kia,9,292 TUN 3879,VP,Voiture Particulière,4,2007-09-25,6195223874.252974,24163647.142,0.0,6257.14,1
13206,13206,PXBYX82V8VRVUTM7U,Volkswagen,7,310 TUN 5880,VP,Voiture Particulière,2,2022-03-06,16973275.965,15719335.128,0.0,21181.6,1
13207,13207,PQVT1K7ETWJQVMXPH,Peugeot,10,810 TUN 4100,VU,Véhicule Utilitaire,16,2021-08-14,154553322.94,-80296554.212,2648.48,5078.05,4
13208,13208,5H0PJXFPQLGP9K30B,Fiat,7,399 TUN 2313,VP,Voiture Particulière,16,2011-01-09,33332323.518,10495870.987,0.0,1261.01,5
13209,13209,GINA6AQDZ6YDIVF72,Volkswagen,10,894 TUN 7635,VP,Voiture Particulière,30,2006-10-18,35277291.135,13752088.585,0.0,15888.75,3
13210,13210,W7LJU1AEDMW51LLSR,Peugeot,10,408 TUN 2196,VP,Voiture Particulière,4,2011-11-17,61601346.98,38524744.492,0.0,14593.93,2
13211,13211,V06L2F5JJME2Q8BAJ,Ford,9,317 TUN 8854,VU,Véhicule Utilitaire,50,2007-03-04,51920950.93,32254534.393,7629.73,34824.48,3
13212,13212,F8X7NRYGV9302ACXD,Kia,7,421 TUN 4595,VP,Voiture Particulière,16,2009-05-16,33491233.925,16615409.731,0.0,33868.46,2
13213,13213,7j96hlkx2wbiuxo9z,Toyota,9,644 TUN 8617,VP,Voiture Particulière,50,2008-12-04,35068715.617,14228549.639,0.0,12312.42,5
13214,13214,RAOHI5LI9M13UQ7H0,Renault,10,  888 TUN 1251  ,VP,Voiture Particulière,4,2021-05-15,15489625.164,7159635.841,0.0,3935.3,2
13215,13215,EVNF3SGFFCD933OPO,Opel,9,403 TUN 9178,VU,Véhicule Utilitaire,7,2004-08-26,24878695.432,20886046.737,1986.32,34205.12,3
13216,13216,WME4YLSXQ5PR1M9YJ,Hyundai,16,160 TUN 5750,VU,Véhicule Utilitaire,7,2024-04-24,42557233.012,13333114.039,2195.0,29993.76,2
13217,13217,4CNFUTK1PLJZ4FOG7,Fiat,11,539 TUN 2011,VP,Voiture Particulière,2,2005-01-18,41025389.886,20708571.132,0.0,6897.1,1
13218,13218,ZX4VYQX1SZ3M0W8II,Mercedes,7,164 TUN 8506,VP,Voiture Particulière,16,,60511147.001,53783236.989,0.0,4298.19,2
13219,13219,SGLKLF5T6Z6KO6TBN,Seat,12,279 TUN 7056,VU,Véhicule Utilitaire,5,2005-09-27,30938278.137,23557873.184,254.88,15156.09,0
13220,13220,N6RR0XICP6EKHUY0B,Ford,9,674 TUN 1125,TC,Transport en Commun,2,2017-01-20,16421664.42,8420720.745,0.0,28413.26,5
13221,13221,  JFJ96WPR8IBFCC4H2  ,Skoda,10,996 TUN 1203,VP,Voiture Particulière,7,2021-06-01,55735090.322,18179066.372,0.0,27437.43,0
13222,13222,2HBVFZTOCMY8TDFVT,Peugeot,9,252 TUN 7409,PL,Poids Lourd,1,2016-10-27,67376035.217,43218866.537,10445.04,36752.97,2
13223,13223,N97CBI3S17F30ZJE4,Skoda,15,549 TUN 1331,VU,Véhicule Utilitaire,30,2020/06/19,51488938.976,-40755235.546,7979.01,4861.78,1
13224,13224,3XBTXTG84D9KHOBJ7,Kia,20,651 TUN 3852,AR,Tracteur/Remorque,1,2017-01-11,30278197.092,13924276.962,0.0,3922.36,3
13225,13225,IZTIJVRY9ZI0IW86D,Hyundai,25,980 TUN 1342,VU,Véhicule Utilitaire,30,2019-10-07,55392142.245,31605110.278,4303.9,17718.02,1
13226,13226,BF0O4Y5WGO8JQD8R1,Volkswagen,9,,VU,Véhicule Utilitaire,7,2009-12-18,182490836.357,160281441.854,6712.4,26847.04,1
13227,13227,9POWBP1ZITMHW54TD,Peugeot,7,246 TUN 9746,VP,Voiture Particulière,16,2006-03-02,34807082.223,28103578.857,0.0,15990.73,0
13228,13228,2UQECLI3AHRISQZUV,Dacia,13,701 TUN 7211,VU,Véhicule Utilitaire,50,2024-11-13,17053856.654,11258748.594,14721.79,24498.46,2
13229,13229,7MLDSOTFJ92OMJOP1,Dacia,10,536 TUN 8901,VU,Véhicule Utilitaire,50,2015-06-23,24510514.684,22311924.867,14702.05,11856.22,3
13230,13230,ROZ6VQ4DIYVY2KDXV,Seat,9,215 TUN 5291,VP,Voiture Particulière,5,2007-02-17,44924473.864,18434020.651,0.0,38455.42,3
13231,13231,HBBVRXS8A8CTPCHC9,Nissan,5,276 TUN 5337,PL,Poids Lourd,1,,14729356.83,6881475.951,8820.81,4191.15,1
13232,13232,EVYPF1JA5KV8UTCI3,Audi,11,412 TUN 7567,VP,Voiture Particulière,7,2000-10-19,35764159.422,32106269.537,0.0,25476.84,4
13233,13233,DQ6NSS8SKGKXIAV95,Fiat,7,330 TUN 4391,VP,Voiture Particulière,30,2001-04-16,39742178.171,21274619.298,0.0,34138.99,3
13234,13234,N5XNFZAU5YNC57SBX,Hyundai,5,658 TUN 1255,VP,Voiture Particulière,9,2021-07-06,70796218.689,21415423.541,0.0,25181.46,2
13235,13235,VKHUHW7VX5FJ8KO1D,Fiat,12,294 TUN 5431,VP,Voiture Particulière,16,2007-10-19,63265626.036,29722236.824,0.0,22127.71,2
13236,13236,LW2SFNO53HQMBQ5KQ,Dacia,13,123 TUN 9374,VP,Voiture Particulière,5,2021-12-26,50629637.03,16325559.566,0.0,3886.9,4
13237,13237,PD1LQVX3I7UA9DJRQ,Audi,25,792 TUN 1527,VP,Voiture Particulière,50,2011-12-26,11144044.345,5423785.219,0.0,17460.57,0
13238,13238,4T2Q0KGVZII3I71X4,Opel,14,256 TUN 4358,VP,Voiture Particulière,30,2007-10-27,52079494.157,42781068.157,0.0,36075.77,2
13239,13239,S9TLXIY0MF1V1S4FO,Fiat,11,849 TUN 1445,AR,Tracteur/Remorque,1,2002-04-28,46758750.47,31171948.691,0.0,19794.35,4
13240,13240,D3384ARZ2QEC77QUM,Skoda,13,749 TUN 3722,TC,Transport en Commun,2,2010-10-27,37345667.576,33512632.458,0.0,1835.01,1
