ID_POLICE,NUM_POLICE,ID_BRANCHE,CODE_PRODUIT,LIB_PRODUIT,BRANCHE,ID_AGENT,ID_CLIENT,TYPE_POLICE,DUREE,PERIODICITE,DATE_EFFET,DATE_ECHEANCE,POLRP,SITUATION,BONUS_MALUS
12897,A0012897,1,35,Flotte,AUTO,73,7230,flotte,S,S,2021-01-24,2022-01-24,,V,3.0
12898,A0012898,1,36,Deux Roues,AUTO,59,15583,individuel,F,S,2020-10-24,2021-10-24,,R,2.0
12899,A0012899,1,37,Carte Verte,AUTO,178,16928,individuel,S,A,2021-04-02,2022-04-02,,V,5.0
12900,A0012900,1,36,Deux Roues,AUTO,187,16554,flotte,S,S,2022-11-01,2023-11-01,A0002084,V,5.0
12901,A0012901,1,35,Flotte,AUTO,199,2449,individuel,R,A,2019-04-26,2020-04-25,,V,5.0
12902,A0012902,1,35,Flotte,AUTO,25,5206,flotte,R,A,2022-08-18,2023-08-18,A0012144,V,6.0
12903,A0012903,1,35,Flotte,AUTO,71,3203,individuel,R,A,2022-02-25,2023-02-25,,V,2.0
12904,A0012904,1,35,Flotte,AUTO,63,25976,individuel,R,S,2020-02-19,2021-02-18,,V,1.0
12905,A0012905,1,37,Carte Verte,AUTO,38,12460,flotte,R,A,2023-05-27,2024-05-26,,V,6.0
12906,A0012906,1,38,Carte Orange,AUTO,24,25215,individuel,R,T,2024-01-02,2025-01-01,,V,2.0
12907,A0012907,1,30,Automobile,AUTO,116,16989,individuel,S,A,2023-06-03,2024-06-02,,T,5.0
12908,A0012908,1,37,Carte Verte,AUTO,156,5765,individuel,R,A,2022-12-27,2023-12-27,,A,1.0
12909,A0012909,1,38,Carte Orange,AUTO,47,6628,individuel,R,S,2019-08-29,2020-08-28,,S,2.0
12910,A0012910,1,37,Carte Verte,AUTO,49,15102,individuel,R,A,2019-06-08,2020-06-07,,V,8.0
12911,A0012911,1,35,Flotte,AUTO,165,18941,individuel,R,A,2020-02-06,2021-02-05,,S,4.0
12912,A0012912,1,37,Carte Verte,AUTO,122,27578,individuel,R,A,2023-01-19,2024-01-19,,V,3.0
12913,A0012913,1,36,Deux Roues,AUTO,98,22785,individuel,R,S,2019-02-10,2020-02-10,,T,4.0
12914,A0012914,1,35,Flotte,AUTO,60,27190,individuel,R,C,2020-12-10,2021-12-10,,V,5.0
12915,A0012915,1,36,Deux Roues,AUTO,61,28852,flotte,S,A,2021-07-27,2022-07-27,,V,9.0
12916,A0012916,1,30,Automobile,AUTO,65,2054,individuel,R,A,2020-11-16,2021-11-16,,T,4.0
12917,A0012917,1,38,Carte Orange,AUTO,126,14382,flotte,S,A,2021-04-05,2022-04-05,,T,5.0
12918,A0012918,1,35,Flotte,AUTO,93,19208,individuel,S,A,2022-11-01,2023-11-01,,V,3.0
12919,A0012919,1,37,Carte Verte,AUTO,60,25614,individuel,R,A,2024-05-13,2025-05-13,,V,7.0
12920,A0012920,1,36,Deux Roues,AUTO,6,9010,individuel,R,A,2024-05-05,2025/05/05,,V,3.0
12921,A0012921,1,38,Carte Orange,AUTO,30,29547,individuel,R,T,2021-07-10,2022-07-10,,T,1.0
12922,A0012922,1,30,Automobile,AUTO,132,341,individuel,S,A,2021-03-05,2022-03-05,,V,5.0
12923,A0012923,1,37,Carte Verte,AUTO,83,11738,individuel,F,A,2023-02-03,2024-02-03,,V,5.0
12924,A0012924,1,36,Deux Roues,AUTO,192,27806,flotte,R,A,2022-11-04,2023-11-04,,V,4.0
12925,A0012925,1,30,Automobile,AUTO,60,13061,individuel,S,S,2022-04-07,2023-04-07,,V,6.0
12926,A0012926,1,35,Flotte,AUTO,48,194,individuel,R,A,2020-10-26,2021-10-26,,V,1.0
12927,A0012927,1,35,Flotte,AUTO,112,29601,individuel,R,A,2021-08-04,2022-08-04,,V,1.0
12928,A0012928,1,35,Flotte,AUTO,2,15629,individuel,R,T,2021-06-07,2022-06-07,,V,3.0
12929,A0012929,1,37,Carte Verte,AUTO,8,23368,individuel,S,A,2022-01-14,2023-01-14,,T,4.0
12930,A0012930,1,36,Deux Roues,AUTO,173,23320,individuel,R,A,2020-08-06,2021-08-06,,V,7.0
12931,A0012931,1,30,Automobile,AUTO,86,1031,individuel,F,S,2019-04-14,2020-04-13,,V,1.0
12932,A0012932,1,35,Flotte,AUTO,30,23944,flotte,R,A,2023-07-12,2024-07-11,,V,5.0
12933,A0012933,1,35,Flotte,AUTO,200,29347,individuel,R,T,2021-03-16,2022-03-16,,A,5.0
12934,A0012934,1,30,Automobile,AUTO,155,7015,individuel,R,A,2021-03-18,2022-03-18,,V,5.0
12935,A0012935,1,36,Deux Roues,AUTO,191,7067,individuel,R,A,2024-04-08,2025-04-08,,R,4.0
12936,A0012936,1,37,Carte Verte,AUTO,106,6387,individuel,R,S,2022-07-01,2023-07-01,,S,2.0
12937,A0012937,1,35,Flotte,AUTO,130,28631,individuel,R,C,2023-01-16,2024-01-16,,R,3.0
12938,A0012938,1,38,Carte Orange,AUTO,138,28579,flotte,S,T,2020-11-23,2021-11-23,A0006027,V,10.0
12939,A0012939,1,35,Flotte,AUTO,142,20560,individuel,R,S,2023-10-26,2024-10-25,,R,2.0
12940,A0012940,1,38,Carte Orange,AUTO,74,7503,individuel,F,S,2023-03-20,2024-03-19,,V,5.0
12941,A0012941,1,36,Deux Roues,AUTO,163,26376,individuel,R,S,2023-12-18,2024/12/17,,V,7.0
12942,A0012942,1,37,Carte Verte,AUTO,55,22072,individuel,R,A,2022-06-23,2023-06-23,,V,5.0
12943,A0012943,1,38,Carte Orange,AUTO,146,1526,individuel,R,A,2020-04-21,2021-04-21,,V,4.0
12944,A0012944,1,30,Automobile,AUTO,163,28013,individuel,R,T,2022-12-29,2023-12-29,,T,4.0
12945,A0012945,1,37,Carte Verte,AUTO,38,12492,individuel,R,A,2019-10-20,2020-10-19,,V,5.0
12946,A0012946,1,30,Automobile,AUTO,167,6511,individuel,R,A,2024-12-14,2025-12-14,,T,3.0
12947,A0012947,1,36,Deux Roues,AUTO,184,27513,individuel,R,C,2024-02-15,2025-02-14,,R,10.0
12948,A0012948,1,38,Carte Orange,AUTO,150,26058,individuel,R,A,2023-05-22,2024-05-21,,S,4.0
12949,A0012949,1,37,Carte Verte,AUTO,177,25209,individuel,R,A,2024-11-08,2025-11-08,,R,4.0
12950,A0012950,1,30,Automobile,AUTO,18,255,individuel,R,A,2024-10-02,2025-10-02,,V,5.0
12951,A0012951,1,35,Flotte,AUTO,173,4421,individuel,R,A,2023-04-14,,,V,4.0
12952,A0012952,1,37,Carte Verte,AUTO,125,11207,flotte,R,A,2022-04-06,2023-04-06,A0012706,R,4.0
12953,A0012953,1,30,Automobile,AUTO,166,9927,individuel,R,A,2020/08/30,,,S,2.0
12954,A0012954,1,36,Deux Roues,AUTO,170,13658,individuel,S,T,2022-10-01,2023-10-01,,V,8.0
12955,A0012955,1,38,Carte Orange,AUTO,185,22288,individuel,S,C,2024-09-30,,,V,6.0
12956,A0012956,1,38,Carte Orange,AUTO,141,3312,individuel,R,A,2019-03-15,2020-03-14,,V,6.0
12957,A0012957,1,30,Automobile,AUTO,177,9697,flotte,S,T,2024-10-26,2025-10-26,,R,3.0
12958,A0012958,1,38,Carte Orange,AUTO,157,25888,flotte,S,A,2019-05-26,2020-05-25,,V,3.0
12959,A0012959,1,36,Deux Roues,AUTO,29,18355,flotte,R,T,2023-04-13,2024-04-12,A0004729,V,5.0
12960,A0012960,1,35,Flotte,AUTO,167,463,individuel,F,C,2020-03-25,2021-03-25,,V,3.0
12961,A0012961,1,36,Deux Roues,AUTO,67,14879,flotte,S,A,2021-04-08,2022-04-08,A0004767,V,5.0
12962,A0012962,1,35,Flotte,AUTO,152,26694,individuel,R,A,2023-12-15,2024-12-14,,V,1.0
12963,A0012963,1,37,Carte Verte,AUTO,157,3080,individuel,R,C,2021-03-16,2022-03-16,,V,1.0
12964,A0012964,1,36,Deux Roues,AUTO,195,5758,flotte,R,T,2019-05-17,2020-05-16,A0006421,A,1.0
12965,A0012965,1,30,Automobile,AUTO,166,5145,individuel,R,A,2023-10-29,2024-10-28,,T,3.0
12966,A0012966,1,36,Deux Roues,AUTO,8,15479,individuel,F,T,2019-02-15,2020-02-15,,S,1.0
12967,A0012967,1,37,Carte Verte,AUTO,135,29345,individuel,S,S,2022-11-11,2023-11-11,,V,9.0
12968,A0012968,1,35,Flotte,AUTO,135,29262,individuel,F,A,2023-04-21,2024-04-20,,R,4.0
12969,A0012969,1,38,Carte Orange,AUTO,121,18867,individuel,R,A,2021-12-03,2022-12-03,,T,1.0
12970,A0012970,1,36,Deux Roues,AUTO,64,9296,individuel,R,S,2024-04-01,2025-04-01,,R,1.0
12971,A0012971,1,36,Deux Roues,AUTO,47,25634,individuel,R,A,2020-03-10,2021-03-10,,V,3.0
12972,A0012972,1,37,Carte Verte,AUTO,140,19287,individuel,R,A,2020-09-21,2021-09-21,,A,5.0
12973,A0012973,1,36,Deux Roues,AUTO,102,2634,individuel,R,A,2020-03-28,2021-03-28,,V,7.0
12974,A0012974,1,37,Carte Verte,AUTO,143,5993,individuel,R,A,2021-10-31,2022-10-31,,V,8.0
12975,A0012975,1,30,Automobile,AUTO,130,449,individuel,R,C,2020-11-16,2021-11-16,,R,5.0
12976,A0012976,1,37,Carte Verte,AUTO,114,19750,individuel,R,A,2024-07-06,2025-07-06,,V,4.0
12977,A0012977,1,30,Automobile,AUTO,114,1921,individuel,R,T,2023-02-11,2024-02-11,,V,4.0
12978,A0012978,1,35,Flotte,AUTO,61,25562,individuel,R,S,2020-04-27,2021-04-27,,V,5.0
12979,A0012979,1,36,Deux Roues,AUTO,11,17861,individuel,S,A,2021-12-12,2022-12-12,,V,4.0
12980,A0012980,1,37,Carte Verte,AUTO,103,5901,individuel,R,C,2022-06-08,2023-06-08,,V,3.0
12981,A0012981,1,38,Carte Orange,AUTO,55,28704,flotte,R,A,2023-09-21,2024-09-20,A0006782,R,6.0
12982,A0012982,1,37,Carte Verte,AUTO,134,29343,individuel,R,S,2023-03-13,2024-03-12,,T,4.0
12983,A0012983,1,30,Automobile,AUTO,163,16770,individuel,R,A,2019-09-01,2020-08-31,,S,2.0
12984,A0012984,1,37,Carte Verte,AUTO,51,12516,flotte,R,C,2020-02-04,2021-02-03,A0010473,V,3.0
12985,A0012985,1,35,Flotte,AUTO,106,4333,individuel,R,A,2023-04-18,2024-04-17,,V,4.0
12986,A0012986,1,36,Deux Roues,AUTO,53,14040,flotte,R,T,2021-06-24,2022-06-24,A0004420,V,9.0
12987,A0012987,1,37,Carte Verte,AUTO,104,4573,individuel,R,S,2024-03-23,2025-03-23,,V,3.0
12988,A0012988,1,36,Deux Roues,AUTO,108,6663,individuel,R,A,2024-09-23,2025-09-23,,V,4.0
12989,A0012989,1,37,Carte Verte,AUTO,60,15869,flotte,S,T,2024-01-30,2025-01-29,A0004074,A,4.0
12990,A0012990,1,37,Carte Verte,AUTO,66,23043,individuel,F,S,2019-12-28,2020-12-27,,V,7.0
12991,A0012991,1,38,Carte Orange,AUTO,149,1726,individuel,R,A,2020-07-22,2021-07-22,,R,3.0
12992,A0012992,1,35,Flotte,AUTO,67,24734,individuel,S,A,2022-09-02,2023-09-02,,V,3.0
12993,A0012993,1,37,Carte Verte,AUTO,52,20591,individuel,S,A,2019-07-29,2020-07-28,,V,1.0
12994,A0012994,1,36,Deux Roues,AUTO,33,15319,flotte,R,A,2023-05-26,2024-05-25,,V,8.0
12995,A0012995,1,35,Flotte,AUTO,47,6085,flotte,R,T,2019-08-06,2020-08-05,A0011878,V,2.0
12996,A0012996,1,35,Flotte,AUTO,17,24452,individuel,R,A,2020-10-07,2021-10-07,,S,7.0
12997,A0012997,1,30,Automobile,AUTO,85,23646,individuel,S,C,2023-08-16,2024-08-15,,V,5.0
12998,A0012998,1,37,Carte Verte,AUTO,75,29420,flotte,R,A,2020-08-01,2021-08-01,A0009179,V,5.0
12999,A0012999,1,30,Automobile,AUTO,81,28616,flotte,S,A,2020-06-12,2021-06-12,,R,9.0
13000,A0013000,1,30,Automobile,AUTO,40,23866,individuel,S,S,2021-05-28,2022-05-28,,V,6.0
13001,A0013001,1,37,Carte Verte,AUTO,76,10533,individuel,F,T,2019-07-11,2020-07-10,,V,3.0
13002,A0013002,1,35,Flotte,AUTO,146,12707,flotte,R,A,2020-06-02,2021-06-02,A0010121,V,2.0
13003,A0013003,1,38,Carte Orange,AUTO,186,28830,individuel,R,A,2020-06-28,2021-06-28,,A,5.0
13004,A0013004,1,35,Flotte,AUTO,125,21598,flotte,F,T,2019-10-13,2020-10-12,A0012220,V,4.0
13005,A0013005,1,30,Automobile,AUTO,158,4299,flotte,R,A,2020-08-03,2021-08-03,,V,4.0
13006,A0013006,1,37,Carte Verte,AUTO,43,2645,individuel,R,S,2020-03-22,2021-03-22,,V,1.0
13007,A0013007,1,35,Flotte,AUTO,15,9765,individuel,R,A,2024-06-29,2025-06-29,,V,5.0
13008,A0013008,1,35,Flotte,AUTO,188,29333,individuel,R,A,2022-11-09,2023-11-09,,V,6.0
13009,A0013009,1,30,Automobile,AUTO,189,23358,flotte,R,T,2023-01-25,2024-01-25,,V,5.0
13010,A0013010,1,36,Deux Roues,AUTO,137,13246,individuel,S,S,2021-10-23,,,R,3.0
13011,A0013011,1,35,Flotte,AUTO,121,24012,individuel,S,C,2024-07-26,2025-07-26,,T,6.0
13012,A0013012,1,30,Automobile,AUTO,95,29783,individuel,R,C,2024-11-12,2025-11-12,,R,9.0
13013,A0013013,1,38,Carte Orange,AUTO,133,15961,individuel,R,S,2019-09-22,2020-09-21,,T,8.0
13014,A0013014,1,36,Deux Roues,AUTO,151,27830,flotte,R,A,2023-10-23,2024-10-22,,V,5.0
13015,A0013015,1,38,Carte Orange,AUTO,129,5505,flotte,R,S,2021-02-07,2022-02-07,A0008083,V,7.0
13016,A0013016,1,38,Carte Orange,AUTO,29,28753,individuel,R,A,2019-12-07,2020-12-06,,V,5.0
13017,A0013017,1,36,Deux Roues,AUTO,10,2984,individuel,R,A,2022-01-02,2023-01-02,,R,3.0
13018,A0013018,1,35,Flotte,AUTO,92,4079,flotte,R,A,2022-03-04,2023-03-04,A0003635,V,4.0
13019,A0013019,1,35,Flotte,AUTO,171,29458,individuel,F,A,2019-01-24,2020-01-24,,V,5.0
13020,A0013020,1,37,Carte Verte,AUTO,94,16632,individuel,R,S,2021-02-16,2022-02-16,,V,4.0
13021,A0013021,1,36,Deux Roues,AUTO,126,19091,flotte,R,A,2020-05-27,2021-05-27,,V,4.0
13022,A0013022,1,30,Automobile,AUTO,29,6899,individuel,R,T,2022-01-17,2023-01-17,,S,5.0
13023,A0013023,1,37,Carte Verte,AUTO,101,14238,individuel,R,A,2021-06-28,2022-06-28,,V,3.0
13024,A0013024,1,36,Deux Roues,AUTO,74,20843,individuel,R,S,2023-03-21,2024-03-20,,T,7.0
13025,A0013025,1,37,Carte Verte,AUTO,149,19946,individuel,R,S,2024-01-20,2025-01-19,,V,8.0
13026,A0013026,1,35,Flotte,AUTO,185,2735,individuel,S,A,2019-03-27,2020-03-26,,R,2.0
13027,A0013027,1,37,Carte Verte,AUTO,33,25878,flotte,F,T,2024-05-09,2025-05-09,A0001822,V,3.0
13028,A0013028,1,30,Automobile,AUTO,21,16109,individuel,R,A,2022-05-15,2023-05-15,,V,5.0
13029,A0013029,1,35,Flotte,AUTO,98,3631,flotte,S,A,2023-11-30,2024-11-29,A0003670,V,6.0
13030,A0013030,1,30,Automobile,AUTO,51,1349,individuel,R,T,2023-11-05,2024-11-04,,V,4.0
13031,A0013031,1,38,Carte Orange,AUTO,126,16465,individuel,R,S,2021-01-23,2022-01-23,,S,3.0
13032,A0013032,1,36,Deux Roues,AUTO,69,6015,individuel,R,S,2020-07-01,2021-07-01,,V,5.0
13033,A0013033,1,37,Carte Verte,AUTO,155,21951,individuel,R,C,2020-10-12,2021-10-12,,V,7.0
13034,A0013034,1,35,Flotte,AUTO,87,8339,flotte,R,S,2024-02-29,2025-02-28,A0005372,R,5.0
13035,A0013035,1,35,Flotte,AUTO,42,20382,individuel,R,A,2021-09-14,2022-09-14,,V,5.0
13036,A0013036,1,38,Carte Orange,AUTO,9,554,individuel,S,A,2023-05-19,2024-05-18,,V,2.0
13037,A0013037,1,36,Deux Roues,AUTO,68,12038,individuel,R,A,2023-10-21,2024-10-20,,V,4.0
13038,A0013038,1,35,Flotte,AUTO,40,7554,individuel,R,T,2023-01-21,2024-01-21,,S,4.0
13039,A0013039,1,36,Deux Roues,AUTO,156,27522,flotte,S,S,2024-06-28,2025-06-28,A0010378,A,2.0
13040,A0013040,1,30,Automobile,AUTO,116,13441,individuel,S,S,2023-12-06,2024-12-05,,A,10.0
13041,A0013041,1,37,Carte Verte,AUTO,37,22252,individuel,R,A,2023-10-11,2024-10-10,,R,6.0
13042,A0013042,1,30,Automobile,AUTO,180,18239,flotte,S,A,2022-12-06,2023-12-06,,V,3.0
13043,A0013043,1,38,Carte Orange,AUTO,24,170,flotte,S,C,2021-08-23,2022-08-23,,S,4.0
13044,A0013044,1,35,Flotte,AUTO,10,13621,individuel,S,A,2020-06-27,2021-06-27,,V,7.0
13045,A0013045,1,37,Carte Verte,AUTO,50,7249,individuel,R,A,2019-07-07,2020-07-06,,V,3.0
13046,A0013046,1,36,Deux Roues,AUTO,33,1061,flotte,R,A,2021-12-19,2022-12-19,,V,3.0
13047,A0013047,1,36,Deux Roues,AUTO,82,20682,individuel,R,C,2024-08-07,2025-08-07,,T,4.0
13048,A0013048,1,36,Deux Roues,AUTO,70,26998,individuel,R,A,2021-01-02,2022-01-02,,V,9.0
13049,A0013049,1,35,Flotte,AUTO,149,16337,individuel,S,A,2023-10-23,2024-10-22,,S,4.0
13050,A0013050,1,35,Flotte,AUTO,195,5593,individuel,R,S,2024-08-19,2025-08-19,,A,6.0
13051,A0013051,1,38,Carte Orange,AUTO,192,14299,individuel,S,C,2023-01-03,2024-01-03,,A,6.0
13052,A0013052,1,38,Carte Orange,AUTO,9,26874,individuel,R,A,2019-12-01,2020-11-30,,R,4.0
13053,A0013053,1,36,Deux Roues,AUTO,32,2906,individuel,R,T,2019-03-13,2020-03-12,,V,6.0
13054,A0013054,1,36,Deux Roues,AUTO,86,20401,flotte,R,A,2021-08-18,2022-08-18,,V,7.0
13055,A0013055,1,30,Automobile,AUTO,25,8769,individuel,F,A,2021-11-14,2022-11-14,,V,3.0
13056,A0013056,1,35,Flotte,AUTO,130,5411,individuel,S,T,2023-07-14,2024-07-13,,V,5.0
13057,A0013057,1,36,Deux Roues,AUTO,188,10174,individuel,R,A,,2021-11-11,,V,8.0
13058,A0013058,1,38,Carte Orange,AUTO,19,22643,individuel,R,A,2020-12-07,2021-12-07,,T,3.0
13059,A0013059,1,37,Carte Verte,AUTO,156,29322,flotte,R,T,2020-09-03,2021-09-03,,V,3.0
13060,a0013060,1,30,Automobile,AUTO,107,6119,individuel,R,A,2023-08-18,2024-08-17,,T,2.0
13061,A0013061,1,35,Flotte,AUTO,152,7007,individuel,R,A,2019-08-03,2020-08-02,,V,4.0
13062,A0013062,1,30,Automobile,AUTO,111,11460,individuel,R,S,2024-07-05,05-07-2025,,V,7.0
13063,A0013063,1,35,Flotte,AUTO,68,13079,flotte,S,A,2022-03-05,2023-03-05,,V,10.0
13064,A0013064,1,36,Deux Roues,AUTO,155,28412,flotte,R,A,2023-11-07,2024-11-06,A0004200,V,4.0
13065,A0013065,1,35,Flotte,AUTO,151,3114,individuel,R,A,2022-07-01,2023-07-01,,V,9.0
13066,A0013066,1,38,Carte Orange,AUTO,18,23281,individuel,S,A,2021-04-18,2022-04-18,,V,3.0
13067,A0013067,1,36,Deux Roues,AUTO,55,2297,individuel,R,T,2021-01-30,2022-01-30,,R,3.0
13068,A0013068,1,30,Automobile,AUTO,10,25314,individuel,R,A,2020-05-07,2021-05-07,,V,4.0
13069,A0013069,1,36,Deux Roues,AUTO,41,23948,flotte,F,T,2019-11-07,2020-11-06,A0002024,R,7.0
13070,A0013070,1,38,Carte Orange,AUTO,167,1235,flotte,R,S,2021-01-16,2022-01-16,,R,9.0
13071,A0013071,1,35,Flotte,AUTO,181,23505,individuel,R,A,2024-10-24,2025-10-24,,A,5.0
13072,  A0013072  ,1,36,Deux Roues,AUTO,47,965,flotte,S,A,2020-11-25,2021-11-25,,V,5.0
13073,A0013073,1,30,Automobile,AUTO,22,22253,individuel,F,A,2024-03-26,2025-03-26,,V,2.0
13074,A0013074,1,36,Deux Roues,AUTO,28,7182,flotte,F,A,2021-05-25,2022-05-25,,V,2.0
13075,A0013075,1,30,Automobile,AUTO,164,21419,individuel,R,A,2023-02-27,2024-02-27,,R,5.0
13076,A0013076,1,36,Deux Roues,AUTO,118,29543,individuel,R,A,2023-10-18,2024-10-17,,A,2.0
13077,A0013077,1,30,Automobile,AUTO,190,21052,individuel,F,A,2022-08-11,2023-08-11,,T,8.0
13078,A0013078,1,38,Carte Orange,AUTO,118,17598,individuel,R,A,,2025-02-24,,V,1.0
13079,A0013079,1,30,Automobile,AUTO,19,22310,flotte,R,C,,2021-02-06,,V,4.0
13080,A0013080,1,36,Deux Roues,AUTO,194,28754,individuel,R,A,2019-05-01,2020-04-30,,V,2.0
13081,A0013081,1,38,Carte Orange,AUTO,71,20320,individuel,R,A,2023-12-15,2024-12-14,,T,2.0
13082,A0013082,1,35,Flotte,AUTO,77,21493,individuel,R,T,2024-05-19,2025-05-19,,T,7.0
13083,A0013083,1,36,Deux Roues,AUTO,107,26342,individuel,R,A,2019-09-19,2020-09-18,,V,4.0
13084,A0013084,1,30,Automobile,AUTO,168,29596,flotte,R,A,2024-05-24,2025-05-24,,V,7.0
13085,A0013085,1,30,Automobile,AUTO,44,10409,individuel,R,S,2020-11-10,2021-11-10,,V,3.0
13086,A0013086,1,30,Automobile,AUTO,159,14299,flotte,R,A,2021-01-13,2022-01-13,,R,2.0
13087,A0013087,1,35,Flotte,AUTO,9,29676,individuel,F,C,2022-02-28,2023-02-28,,A,7.0
13088,A0013088,1,38,Carte Orange,AUTO,180,27653,flotte,S,A,2020-02-18,2021-02-17,A0005779,V,4.0
13089,A0013089,1,30,Automobile,AUTO,103,595,individuel,R,C,2019-11-24,2020-11-23,,V,10.0
13090,A0013090,1,37,Carte Verte,AUTO,117,5186,individuel,R,S,2021-10-21,2022-10-21,,V,4.0
13091,A0013091,1,35,Flotte,AUTO,90,16819,individuel,F,A,2020-07-11,2021-07-11,,V,5.0
13092,A0013092,1,38,Carte Orange,AUTO,84,28863,individuel,S,A,2021-12-19,,,V,4.0
13093,A0013093,1,37,Carte Verte,AUTO,139,1070,individuel,R,A,2024-05-15,2025-05-15,,V,5.0
13094,A0013094,1,30,Automobile,AUTO,109,19347,individuel,R,T,2021-12-14,2022-12-14,,V,7.0
13095,A0013095,1,38,Carte Orange,AUTO,29,7747,individuel,R,S,2023-09-22,2024-09-21,,A,2.0
13096,A0013096,1,30,Automobile,AUTO,60,16005,flotte,R,T,2021-02-13,2022-02-13,,V,9.0
13097,A0013097,1,36,Deux Roues,AUTO,145,24792,flotte,S,T,2022-07-09,2023-07-09,,V,4.0
13098,A0013098,1,37,Carte Verte,AUTO,94,17458,individuel,R,S,2019-07-23,2020-07-22,,V,5.0
13099,A0013099,1,38,Carte Orange,AUTO,113,19382,individuel,R,A,2020-05-28,2021-05-28,,V,3.0
13100,A0013100,1,36,Deux Roues,AUTO,18,6786,individuel,R,A,2020-04-21,2021-04-21,,V,7.0
13101,A0013101,1,35,Flotte,AUTO,134,3146,individuel,S,T,2024-08-25,2025-08-25,,V,7.0
13102,A0013102,1,38,Carte Orange,AUTO,7,4818,flotte,S,A,2020-06-03,2021-06-03,A0003241,V,4.0
13103,A0013103,1,30,Automobile,AUTO,156,6076,individuel,R,A,2024-11-21,2025-11-21,,T,9.0
13104,A0013104,1,38,Carte Orange,AUTO,80,27308,individuel,R,T,2023-10-30,2024-10-29,,S,6.0
13105,A0013105,1,38,Carte Orange,AUTO,106,7507,flotte,R,A,2024-06-20,2025-06-20,,V,3.0
13106,A0013106,1,38,Carte Orange,AUTO,64,21815,individuel,R,A,2024-09-24,2025-09-24,,V,2.0
13107,A0013107,1,30,Automobile,AUTO,138,16899,individuel,R,T,2019-03-23,2020-03-22,,V,5.0
13108,A0013108,1,36,Deux Roues,AUTO,178,26020,individuel,F,S,2019-05-22,2020-05-21,,V,3.0
13109,A0013109,1,37,Carte Verte,AUTO,95,12345,individuel,R,C,2022-05-15,2023-05-15,,V,3.0
13110,A0013110,1,36,Deux Roues,AUTO,163,12180,individuel,R,T,2021-03-07,2022-03-07,,V,6.0
13111,A0013111,1,36,Deux Roues,AUTO,153,1208,individuel,R,S,2024-05-02,2025-05-02,,V,3.0
13112,A0013112,1,30,Automobile,AUTO,137,29332,individuel,R,S,2020-07-29,2021-07-29,,R,5.0
13113,A0013113,1,37,Carte Verte,AUTO,133,29907,flotte,R,A,2021-01-25,2022-01-25,,V,3.0
13114,A0013114,1,38,Carte Orange,AUTO,151,29801,individuel,R,C,2024-08-24,2025-08-24,,T,1.0
13115,A0013115,1,36,Deux Roues,AUTO,145,1455,flotte,R,S,2020-02-09,2021-02-08,,V,4.0
13116,A0013116,1,38,Carte Orange,AUTO,32,4865,individuel,R,A,2020-03-27,2021-03-27,,T,4.0
13117,A0013117,1,38,Carte Orange,AUTO,163,25708,flotte,F,A,2024-03-16,2025-03-16,,S,7.0
13118,A0013118,1,35,Flotte,AUTO,173,27792,individuel,S,S,2020-03-29,2021-03-29,,T,4.0
13119,A0013119,1,38,Carte Orange,AUTO,194,27274,individuel,R,S,2023-12-24,2024-12-23,,V,3.0
13120,A0013120,1,38,Carte Orange,AUTO,181,18721,individuel,R,C,2019-07-30,2020-07-29,,V,5.0
13121,A0013121,1,37,Carte Verte,AUTO,198,25417,individuel,R,A,2021-08-27,2022-08-27,,V,3.0
13122,A0013122,1,38,Carte Orange,AUTO,157,20726,individuel,R,T,2024-12-20,2025-12-20,,A,2.0
13123,A0013123,1,36,Deux Roues,AUTO,11,3922,individuel,R,A,2022-04-16,2023-04-16,,V,4.0
13124,A0013124,1,36,Deux Roues,AUTO,82,7351,flotte,R,A,2020-08-31,2021-08-31,,V,8.0
13125,A0013125,1,30,Automobile,AUTO,112,14001,individuel,R,T,2019-06-30,2020-06-29,,V,5.0
13126,A0013126,1,38,Carte Orange,AUTO,30,26943,flotte,S,T,2021-02-05,2022-02-05,,R,7.0
13127,A0013127,1,38,Carte Orange,AUTO,82,3036,flotte,R,A,2023-01-09,2024-01-09,,V,4.0
13128,A0013128,1,30,Automobile,AUTO,75,9901,individuel,R,A,,2022-09-20,,V,7.0
13129,A0013129,1,35,Flotte,AUTO,175,25486,individuel,S,A,2022-04-25,2023-04-25,,V,4.0
13130,A0013130,1,30,Automobile,AUTO,28,14269,flotte,F,S,2024-12-04,2025-12-04,A0007326,V,5.0
13131,A0013131,1,37,Carte Verte,AUTO,153,23693,individuel,R,S,2019-01-13,2020-01-13,,S,3.0
13132,A0013132,1,36,Deux Roues,AUTO,101,20090,individuel,F,S,2019-05-22,,,V,7.0
13133,A0013133,1,37,Carte Verte,AUTO,139,8651,flotte,R,A,2019-12-31,,,R,4.0
13134,A0013134,1,30,Automobile,AUTO,153,15212,individuel,R,T,2019-01-27,2020-01-27,,V,7.0
13135,A0013135,1,38,Carte Orange,AUTO,89,6991,individuel,R,A,2024/04/24,2025-04-24,,V,4.0
13136,A0013136,1,38,Carte Orange,AUTO,126,28323,flotte,S,S,,2023-03-19,,R,3.0
13137,A0013137,1,35,Flotte,AUTO,63,273,flotte,R,S,2024-02-01,2025-01-31,,V,5.0
