NUM_QUITTANCE,ID_BRANCHE,BRANCHE,ID_POLICE,ID_AGENT,ANNEE_EMISSION,MOIS_EMISSION,DATE_EMISSION,DATE_ANNULATION,MOIS_ANNULATION,ANNEE_ANNULATION,NATURE_ANNULATION,SITUATION_ANNULATION,MT_RC_ANN,MT_DOM_ANN,MT_INC_ANN,MT_VOL_ANN,MT_PNN_ANN,MT_FGA_ANN,MT_TIMBRE,MT_PTT_ANN,MT_COMMISSION_ANN
QR00032930,2,IRDS,27440,190,2022,2,2020-12-27,2022-05-28,5,2022,Annulation,Anterieur,286.584,85.101,0.0,0.0,371.685,71.646,6.575,466.909,52.076
QA00032969,1,AUTO,8125,30,2022,3,2021-02-18,2024-04-09,4,2024,Rist.Agent,Anterieur,106.518,20.009,0.0,0.0,126.527,26.63,11.194,171.417,29.35
QA00032996,1,AUTO,15222,51,2020,11,2020-08-22,2022-09-11,9,2022,Annulation,Anterieur,265.824,46.524,0.0,24.279,447.86,66.456,11.067,552.537,51.245
QA00033109,1,AUTO,11607,120,2024,7,2022-05-01,2023-05-19,5,2022,Rist.Caisse,Anterieur,54.817,0.0,20.857,0.0,127.307,13.704,7.977,156.106,13.315
QR00033166,2,IRDS,20492,166,2021,11,2020-02-08,2023-11-20,11,2023,Ann.Cxp,En Cours,0.0,0.0,0.0,0.0,0.0,0.0,9.555,9.555,1.304
QA00033181,1,AUTO,11151,93,2020,1,2019-01-10,2024-07-29,7,2024,Rist.Cheque,En Cours,11175.165,0.0,39.435,13.474,11252.842,2793.791,12.547,14653.68,2358.036
QA00033230,1,AUTO,5133,63,2022,9,2022-02-11,2024-12-19,12,2024,NEANT,En Cours,400.972,138.448,0.0,0.0,641.824,100.243,9.587,790.001,70.59
QA00033246,1,AUTO,5361,108,2020,10,2020-03-31,2024-04-13,4,2024,Annulation,Anterieur,674.152,88.724,87.502,53.685,929.889,168.538,8.956,1166.757,185.041
QR00033267,2,IRDS,20268,85,2022,10,2021-10-07,2022-05-02,5,2022,Rist.Agent,En Cours,0.0,0.0,0.0,0.0,0.0,0.0,8.33,8.33,0.979
QR00033343,2,IRDS,25184,164,2023,6,,2024-01-08,1,2024,Annulation,En Cours,0.0,103.781,0.0,0.0,103.781,0.0,7.899,118.943,14.213
QR00033378,2,IRDS,27314,111,2019,6,2018-03-10,2019-05-01,5,2019,Rist.Agent,En Cours,0.0,134.82,0.0,31.353,166.173,0.0,4.507,181.251,14.438
QA00033422,1,AUTO,4538,44,9999,4,2022-01-22,2022-07-27,1,2022,Rist.Bank,Anterieur,157.097,74.067,0.0,14.429,245.593,39.274,5.952,304.806,28.375
QR00033435,2,IRDS,27152,134,2023,7,2022-07-10,2023-05-14,5,2023,NEANT,Anterieur,0.0,134.199,0.0,0.0,134.199,0.0,6.905,148.728,21.935
QR00033445,2,IRDS,20953,55,2023,8,2023-08-24,2024-04-27,4,2024,NEANT,En Cours,0.0,64.187,0.0,0.0,64.187,0.0,9.232,76.971,8.216
QA00033585,1,AUTO,1722,176,2025,6,2022-02-02,2025-04-23,2,2022,Rist.Bank,Anterieur,198.531,45.674,0.0,30.308,332.536,49.633,8.836,415.955,67.289
QA00033611,1,AUTO,11820,17,2019,3,2018-12-13,2020-03-26,3,2020,NEANT,En Cours,79.175,0.0,18.455,0.0,97.63,19.794,9.973,134.91,23.149
QA00033706,1,AUTO,16237,172,2021,6,2020-03-24,2024-04-14,4,2024,Ann.Cxp,En Cours,468.158,0.0,27.058,47.505,583.628,117.04,8.964,744.673,124.796
QA00033714,1,AUTO,17176,36,2021,1,2020-12-25,2022-06-10,6,2022,Ann.Cxp,En Cours,690.837,0.0,0.0,0.0,814.409,172.709,5.908,1037.524,179.958
QA00033740,1,AUTO,6157,36,2024,4,2022-03-11,2024-05-27,3,2022,Rist.Bank,Anterieur,3333.191,2593.415,0.0,0.0,6012.185,833.298,6.879,7318.496,1283.096
QA00033789,1,AUTO,13870,81,2022,11,2021-09-13,2023-10-06,10,2023,Annulation,Anterieur,1707.804,1167.426,0.0,0.0,2891.576,426.951,10.255,3551.003,481.782
QA00033867,1,AUTO,591,56,2020,2,2020-08-13,2024-03-04,3,2024,Rist.Cheque,En Cours,21.085,17.893,0.0,0.0,239.242,5.271,6.932,269.055,24.296
QS00033873,3,SANTE,28631,164,2025,9,2023-11-15,2025-10-08,11,2023,Rist.Cheque,Anterieur,0.0,0.0,0.0,0.0,48996.362,0.0,11.239,50882.402,4673.45
QS00033907,3,SANTE,28103,122,2020,2,2020-11-14,,11,2021,Annulation,Anterieur,0.0,0.0,0.0,0.0,15882.418,0.0,14.806,16704.93,1168.697
QA00033924,1,AUTO,444,167,2019,11,2018-06-16,2021-08-03,8,2021,NEANT,Anterieur,700.901,0.0,23.246,0.0,724.147,175.225,5.469,945.652,143.463
QA00033968,1,AUTO,11443,6,2021,9,2020-05-24,2022-09-02,9,2022,Annulation,En Cours,1962.801,0.0,0.0,0.0,1962.801,490.7,13.866,2584.753,214.245
QS00034010,3,SANTE,28949,143,2022,5,2022-01-18,2024-05-16,5,2024,Annulation,En Cours,0.0,0.0,0.0,0.0,23697.92,0.0,7.352,24948.313,2296.111
QR00034016,2,IRDS,27573,183,2025,8,2023-10-03,2024-01-26,10,2023,Rist.Cheque,Anterieur,0.0,0.0,0.0,42.393,42.393,0.0,5.542,50.494,7.428
QS00034021,3,SANTE,29029,175,2020,5,2020-07-21,2024-05-10,5,2024,Rist.Caisse,En Cours,0.0,0.0,0.0,0.0,37608.616,0.0,8.818,39636.85,1715.686
QR00034027,2,IRDS,26127,122,2019,2,2018-01-30,2023-05-13,5,2023,Annulation,Anterieur,0.0,0.0,0.0,15.695,15.695,0.0,7.985,24.346,3.016
QA00034098,1,AUTO,15736,3,2025,3,2024-07-26,2024-12-12,12,2024,Ann.Cxp,En Cours,478.515,0.0,82.14,0.0,582.155,119.629,9.461,744.707,81.205
QA00034112,1,AUTO,19316,7,2022,8,2021-11-13,2024-03-14,3,2024,Rist.Agent,Anterieur,12448.129,3103.715,22.174,53.712,15712.382,3112.032,14.546,19943.531,2809.411
QR00034125,2,IRDS,23220,169,2022,1,2021-08-26,2024-04-27,4,2024,Rist.Caisse,En Cours,0.0,0.0,0.0,0.0,0.0,0.0,4.336,4.336,0.268
QA00034293,1,AUTO,2717,78,2025,4,2024-01-31,2025-10-13,1,2024,Rist.Agent,En Cours,190.595,41.666,0.0,29.756,314.468,47.649,10.019,395.259,48.029
QA00034294,1,AUTO,1292,185,1900,5,2023-05-01,2025-06-29,5,2023,Rist.Caisse,En Cours,127.507,0.0,0.0,0.0,266.559,31.877,7.672,326.823,34.856
QR00034297,2,IRDS,21350,24,2019,7,2018-09-21,2023-03-14,3,2023,Rist.Agent,Anterieur,0.0,0.0,0.0,0.0,0.0,0.0,5.393,5.393,0.662
QA00034350,1,AUTO,325,86,2023,7,2022-09-11,2023-02-28,2,2023,Rist.Caisse,En Cours,272.423,144.941,70.95,0.0,507.125,68.106,10.777,613.647,0.0
QA00034413,1,AUTO,8961,67,2025,11,2022-10-04,2025-04-29,10,2022,Annulation,En Cours,77.206,0.0,0.0,0.0,96.11,19.302,12.685,0.0,18.4
QA00034419,1,AUTO,662,93,2024,6,2023-06-02,2024-01-15,1,2024,Rist.Bank,Anterieur,409.954,144.12,0.0,0.0,568.016,102.489,8.827,720.022,63.422
QA00034420,1,AUTO,13559,42,2023,12,2023-02-08,2023-05-09,2,2023,Rist.Agent,Anterieur,34.175,24.818,0.0,0.0,123.618,8.544,8.901,150.363,24.26
QA00034453,1,AUTO,15853,153,2021,9,2021-01-02,2021-03-10,3,2021,Rist.Caisse,Anterieur,362.196,85.715,0.0,0.0,499.398,90.549,9.434,629.377,82.859
QA00034486,1,AUTO,4188,66,2020,5,2019-06-14,2021-03-20,3,2021,Ann.Cxp,En Cours,300.746,83.826,26.316,53.384,578.906,75.186,12.973,707.171,87.322
QA00034489,1,AUTO,15671,61,2023,1,2023-10-06,2024-07-05,7,2024,Annulation,En Cours,109.269,65.729,0.0,0.0,270.566,27.317,5.087,316.902,46.444
QA00034494,1,AUTO,8715,29,2020,3,2020-04-29,2021-03-19,3,2021,Rist.Cheque,En Cours,72.008,0.0,32.831,17.279,122.118,18.002,8.997,156.602,19.672
QA00034509,1,AUTO,11867,103,2024,10,2023-03-18,2024-12-14,12,2024,Annulation,Anterieur,9505.93,1045.106,85.416,0.0,10673.782,2376.483,6.771,13665.465,2266.666
QA00034513,1,AUTO,7290,92,2025,2,2023-12-27,2024-10-09,10,2024,Ann.Cxp,En Cours,427.163,172.641,0.0,0.0,762.076,106.791,13.508,942.91,99.831
QA00034566,1,AUTO,2913,144,2023,10,2023-06-27,2023-11-28,6,2023,Rist.Agent,Anterieur,114.328,129.329,53.08,0.0,333.09,28.582,14.185,393.446,34.171
QA00034588,1,AUTO,367,188,2020,12,2020-06-21,2022-07-05,7,2022,Rist.Bank,En Cours,78.696,0.0,23.847,0.0,265.905,19.674,13.459,312.99,30.979
QA00034613,1,AUTO,18042,126,2021,3,2021-05-10,2024-02-20,2,2024,Rist.Bank,En Cours,11387.981,0.0,0.0,0.0,11585.07,2846.995,10.491,15213.276,2269.651
QA00034711,1,AUTO,3627,140,2024,8,2022-03-09,2023-03-25,3,2022,Annulation,En Cours,265.295,73.649,72.104,20.197,538.815,66.324,11.246,657.475,94.743
QA00034719,1,AUTO,15499,53,2023,11,2022-09-21,2023-12-15,12,2023,Rist.Cheque,Anterieur,435.303,66.357,31.388,0.0,639.605,108.826,8.356,790.656,107.394
QA00034815,1,AUTO,447,47,2024,9,2022-04-17,2023-01-02,4,2022,NEANT,Anterieur,1400.008,950.343,43.892,0.0,2394.243,350.002,12.876,2905.248,448.896
QA00034856,1,AUTO,13415,107,2024,4,2024-09-12,2024-12-04,9,2024,Rist.Bank,Anterieur,279.412,0.0,6.933,21.824,389.205,69.853,11.369,500.725,44.527
QA00034957,1,AUTO,15029,64,2019,8,2017-12-29,2019-12-19,12,2019,Annulation,En Cours,24.118,20.956,0.0,0.0,151.902,6.029,9.918,176.773,19.151
QA00035010,1,AUTO,14018,139,2020,2,2020-05-07,2020-07-27,5,2020,Annulation,En Cours,138.821,75.643,12.751,0.0,278.749,34.705,5.796,337.177,40.953
QA00035043,1,AUTO,8742,98,2019,1,2018-10-31,2021-09-11,9,2021,NEANT,Anterieur,125.532,0.0,19.403,13.659,199.469,31.383,5.852,246.944,38.527
QA00035082,1,AUTO,17689,89,2019,8,2018-07-12,2020-07-18,7,2020,Annulation,En Cours,69.585,0.0,0.0,0.0,69.585,17.396,10.395,102.509,13.027
QA00035104,1,AUTO,12364,82,2020,8,2019-12-29,2023-04-26,4,2023,NEANT,Anterieur,547.598,74.662,0.0,0.0,622.26,136.899,14.616,808.685,66.559
QA00035147,1,AUTO,2735,63,2020,2,2019-07-26,2022-12-26,12,2022,Ann.Cxp,Anterieur,966.017,1399.595,20.553,0.0,2394.511,241.504,8.343,2822.029,273.324
QA00035159,1,AUTO,4760,158,2020,3,2020-10-12,2022-06-05,6,2022,Ann.Cxp,Anterieur,91.277,12.414,5.986,0.0,128.988,22.819,8.747,169.191,21.263
QA00035340,1,AUTO,7165,56,0,5,2020-03-15,2022-02-18,2,2022,Rist.Caisse,Anterieur,161.263,35.251,17.186,0.0,348.323,40.316,6.598,413.816,40.777
QA00035345,1,AUTO,15110,15,2020,12,2020-01-29,2022-02-02,2,2022,Ann.Cxp,En Cours,1891.528,412.511,0.0,0.0,2353.335,472.882,14.375,3013.298,408.079
QA00035446,1,AUTO,13471,134,2019,2,2018-06-23,2022-02-07,2,2022,Rist.Caisse,En Cours,204.057,47.653,0.0,8.48,260.19,51.014,14.113,345.031,46.614
QA00035500,1,AUTO,16065,155,2024,6,,2024-07-20,7,2024,Annulation,Anterieur,120.298,0.0,46.017,0.0,241.406,30.075,5.856,291.493,48.476
QR00035524,2,IRDS,25365,16,2025,1,2024-01-31,2024-07-23,1,2024,Rist.Caisse,Anterieur,363.248,88.896,0.0,0.0,452.144,90.812,8.577,576.466,46.53
QR00035660,2,IRDS,25568,37,2023,7,2022-06-14,2024-10-12,10,2024,Rist.Bank,Anterieur,0.0,24.494,0.0,0.0,24.494,0.0,3.337,29.169,3.832
QR00035693,2,IRDS,22308,18,2020,8,2019-05-30,2023-02-05,2,2023,Ann.Cxp,En Cours,148.944,117.773,0.0,0.0,266.717,37.236,6.132,327.638,42.594
QA00035740,1,AUTO,897,147,2022,6,2021-04-21,2022-10-16,10,2022,NEANT,En Cours,726.058,118.988,0.0,0.0,845.046,181.514,13.388,1089.263,146.751
QA00035855,1,AUTO,12243,93,2024,5,2023-08-31,2024-06-02,8,2023,Rist.Caisse,En Cours,78.323,159.698,0.0,0.0,266.4,19.581,9.991,309.675,30.284
QA00035858,1,AUTO,17744,17,2020,3,2019-01-02,2021-08-27,8,2021,NEANT,En Cours,144.379,0.0,0.0,14.076,240.953,36.095,13.956,309.979,47.277
QA00035863,1,AUTO,8125,30,2019,8,2019-04-27,2023-06-03,6,2023,Annulation,En Cours,155.483,56.227,0.0,0.0,244.604,38.871,9.267,309.302,37.495
QR00035940,2,IRDS,23135,74,2020,2,2020-07-29,2024-07-12,7,2024,Rist.Caisse,Anterieur,123.422,0.0,0.0,37.029,160.451,30.855,8.174,206.858,17.106
QR00035964,2,IRDS,25606,149,2019,2,2018-05-11,,10,2021,Ann.Cxp,En Cours,0.0,44.074,0.0,9.629,53.703,0.0,8.24,64.656,5.025
QA00035974,1,AUTO,3576,52,2024,2,2023-03-20,2024-12-16,12,2024,Ann.Cxp,En Cours,6356.534,536.901,21.887,24.505,6939.827,1589.133,13.771,8899.332,1214.908
QR00035975,2,IRDS,21061,179,2019,3,2018-01-12,2019-05-14,5,2019,Ann.Cxp,Anterieur,0.0,177.507,0.0,0.0,177.507,0.0,5.311,190.755,20.66
QR00036021,2,IRDS,22950,162,2019,11,2018-06-03,2022-11-07,11,2022,Ann.Cxp,Anterieur,0.0,0.0,0.0,20.275,20.275,0.0,4.36,25.852,1.505
QA00036048,1,AUTO,529,138,2022,6,2021-10-07,2024-11-06,11,2024,Rist.Caisse,En Cours,7558.652,0.0,0.0,0.0,7650.349,1889.663,6.69,10035.132,1467.252
QA00036144,1,AUTO,9452,127,2022,7,2022-03-27,2022-10-29,3,2022,Rist.Bank,En Cours,119.6,14.174,0.0,0.0,247.516,29.9,13.663,308.512,44.156
QR00036244,2,IRDS,21940,160,2023,2,,2024-12-25,12,2024,Rist.Cheque,En Cours,0.0,36.549,0.0,39.827,76.376,0.0,3.079,84.531,6.701
QA00036246,1,AUTO,10385,134,2024,8,2024-10-12,,8,2024,Rist.Caisse,En Cours,27395.84726609278,0.0,31.935,11.479,337.286,52.563,8.329,422.899,56.246
QA00036283,1,AUTO,11869,44,2025,7,2024-01-29,2024-12-21,12,2024,Annulation,En Cours,685.545,77.001,22.509,46.808,988.084,171.386,10.809,1234.772,129.322
QA00036315,1,AUTO,8157,166,2024,6,2023-01-17,2024-11-29,11,2024,Rist.Caisse,En Cours,142.315,74.223,0.0,0.0,318.562,35.579,14.869,388.882,53.33
QS00036339,3,SANTE,29127,187,2019,12,2018-03-19,2022-01-05,1,2022,Annulation,En Cours,0.0,0.0,0.0,0.0,0.0,0.0,6.18,115864.955,8206.991
QA00036367,1,AUTO,15892,172,2025,1,2024-03-03,2024-12-01,3,2024,Rist.Caisse,En Cours,206.387,0.0,0.0,0.0,291.633,51.597,7.89,372.197,60.197
QA00036443,1,AUTO,12146,9,2025,5,2023-12-31,2024-11-02,12,2023,Rist.Cheque,En Cours,88.043,58.248,0.0,0.0,204.12,22.011,11.084,248.817,30.814
QA00036452,1,AUTO,7085,188,2022,8,2022-05-04,2024-10-01,10,2024,Rist.Agent,En Cours,297.722,0.0,106.478,0.0,453.234,74.43,14.608,568.13,101.778
QA00036484,1,AUTO,2621,77,2019,8,2018-10-19,2019-09-21,9,2019,Rist.Cheque,Anterieur,181.314,45.651,90.732,22.397,486.386,45.328,12.223,581.169,102.048
QA00036544,1,AUTO,427,124,2023,10,2022-04-11,2024-03-17,3,2024,Rist.Caisse,Anterieur,111.405,114.071,0.0,0.0,225.476,27.851,9.514,276.311,31.857
QS00036648,3,SANTE,29624,126,2022,3,2022-09-24,2024-11-08,11,2024,Ann.Cxp,En Cours,0.0,0.0,0.0,0.0,16991.1,0.0,16.078,17983.53,1143.806
QR00036673,2,IRDS,25674,152,2022,6,2022-03-26,2024-02-11,2,2024,Annulation,En Cours,89.336,47.963,0.0,43.159,180.458,22.334,7.059,222.195,25.809
QA00036690,1,AUTO,17723,120,2025,10,2022-12-13,2024-10-03,12,2022,NEANT,Anterieur,172.96,284.515,0.0,0.0,493.655,43.24,7.853,579.012,73.755
QA00036726,1,AUTO,6051,186,2021,4,2021-05-06,2023-09-23,9,2023,Annulation,Anterieur,142.708,46.533,0.0,0.0,289.122,35.677,9.933,349.464,59.046
QR00036741,2,IRDS,21855,95,2024,4,2023-04-25,2024-10-20,4,2023,Rist.Agent,Anterieur,0.0,196.971,0.0,0.0,196.971,0.0,8.72,218.614,13.107
QS00036754,3,SANTE,29399,11,2024,6,2024-01-08,2024-04-10,4,2024,Rist.Caisse,Anterieur,0.0,0.0,0.0,0.0,4199.671,0.0,7.935,4430.145,357.146
QS00036842,3,SANTE,29822,55,2019,10,2018-04-19,2021-12-06,12,2021,Rist.Agent,Anterieur,0.0,0.0,0.0,0.0,68179.942,0.0,18.56,71630.096,4534.97
QA00036848,1,AUTO,19838,46,2024,9,2023-09-09,2023-12-22,12,2023,NEANT,En Cours,2492.07,2125.759,0.0,0.0,4673.604,623.018,8.909,5678.514,843.504
QA00036863,1,AUTO,11215,42,2021,10,,2022-11-05,11,2022,Rist.Agent,Anterieur,388.883,0.0,0.0,0.0,388.883,97.221,5.74,518.558,54.867
QS00036921,3,SANTE,29777,131,2025,8,2024-03-21,2025-11-04,3,2024,Rist.Cheque,Anterieur,0.0,0.0,0.0,0.0,51643.688,0.0,17.99,54416.378,3006.905
QA00036983,1,AUTO,2958,76,2024,2,2022-05-07,2023-07-24,5,2022,Ann.Cxp,Anterieur,89.552,17.714,0.0,11.077,164.987,22.388,9.845,205.669,19.491
QS00036998,3,SANTE,28270,61,2022,8,2022-10-31,2022-11-30,10,2022,Rist.Caisse,En Cours,0.0,0.0,0.0,0.0,62723.304,0.0,8.545,64629.895,4443.068
QA00037072,1,AUTO,9862,121,2025,8,2023-01-17,2024-04-15,1,2023,Rist.Bank,En Cours,207.811,0.0,0.0,44.462,268.405,51.953,12.973,352.524,60.031
QA00037085,1,AUTO,16416,175,2021,4,2021-03-05,2021-09-16,9,2021,NEANT,En Cours,310.747,0.0,0.0,41.397,418.033,77.687,6.113,525.504,84.266
QR00037160,2,IRDS,22297,131,2023,3,2022-07-26,2024-06-15,6,2024,Ann.Cxp,En Cours,0.0,39.387,0.0,0.0,39.387,0.0,5.684,46.784,6.674
QA00037194,1,AUTO,14746,120,2024,7,2022-11-18,2024-04-10,11,2022,Rist.Caisse,Anterieur,763.03,0.0,24.553,53.196,866.559,190.757,12.523,1120.921,177.021
QA00037305,1,AUTO,3093,47,2023,4,2022-12-03,2024-08-04,8,2024,Annulation,Anterieur,402.373,0.0,54.014,0.0,600.964,100.593,13.273,752.74,91.26
QA00037396,1,AUTO,10940,15,2023,2,2023-04-07,2023-09-17,9,2023,NEANT,En Cours,313.712,47.914,23.003,22.702,456.449,78.428,6.841,568.262,78.953
QA00037458,1,AUTO,2469,175,2025,1,2024-05-06,2024-06-11,5,2024,Annulation,En Cours,292.139,117.295,0.0,21.44,513.672,73.035,9.598,625.286,62.884
QA00037587,1,AUTO,19221,145,2020,6,2020-04-08,2024-03-22,3,2024,Rist.Bank,Anterieur,313.273,24.713,0.0,0.0,434.353,78.318,10.082,545.584,54.629
QA00037605,1,AUTO,14062,58,2024,11,2022-06-14,2023-01-28,6,2022,Annulation,En Cours,156.7,33.37,24.135,19.672,325.495,39.175,12.493,399.916,57.685
QS00037790,3,SANTE,28123,175,2023,9,2023-04-10,2024-09-03,9,2024,Rist.Bank,Anterieur,0.0,0.0,0.0,0.0,53155.368,0.0,6.969,55880.687,2324.533
QA00037845,1,AUTO,9841,36,2022,6,2021-04-29,2024-07-10,7,2024,Annulation,Anterieur,269.443,36.765,0.0,0.0,360.775,67.361,11.221,466.521,80.618
QR00037896,2,IRDS,26282,186,2022,6,2020-12-13,2023-02-15,2,2023,NEANT,Anterieur,151.939,44.349,0.0,93.393,289.681,37.985,5.215,348.939,20.058
QA00037910,1,AUTO,4019,21,2025,12,2024-06-01,2025-11-01,6,2024,Rist.Bank,En Cours,361.752,59.254,0.0,0.0,504.071,90.438,10.672,636.182,102.999
QR00037922,2,IRDS,24582,165,2022,3,2022-06-29,2022-08-06,8,2022,Rist.Caisse,Anterieur,172.423,21.02,0.0,104.27,297.713,43.106,9.348,364.162,22.287
QA00037956,1,AUTO,2974,37,2022,9,2022-02-10,2023-09-16,9,2023,Rist.Bank,En Cours,541.959,168.353,0.0,40.438,788.261,135.49,12.107,994.175,168.561
QA00037988,1,AUTO,12433,66,2022,6,,2024-08-04,8,2024,NEANT,En Cours,418.375,0.0,0.0,0.0,519.148,104.594,7.392,665.812,71.028
QR00038014,2,IRDS,24264,55,2024,12,2023-10-30,2024-03-20,10,2023,Annulation,Anterieur,619.063,0.0,0.0,21.664,640.727,154.766,3.716,825.271,75.377
QA00038028,1,AUTO,15910,92,2021,3,2020-12-16,2022-12-26,12,2022,NEANT,Anterieur,336.585,267.847,0.0,13.679,618.111,84.146,5.156,749.243,122.793
QA00038064,1,AUTO,14273,63,2023,7,2022-03-12,2023-04-23,4,2023,Rist.Cheque,Anterieur,177.1,0.0,74.34,0.0,251.44,44.275,12.559,325.677,36.822
QA00038084,1,AUTO,11298,120,2025,10,2022-07-24,2025-03-18,7,2022,Rist.Agent,Anterieur,204.681,0.0,0.0,13.481,235.072,51.17,11.25,310.496,37.158
QS00038094,3,SANTE,28306,50,9999,9,2023-06-27,2023-08-09,6,2023,NEANT,En Cours,0.0,0.0,0.0,0.0,43293.889,0.0,12.293,45222.679,1932.919
QA00038137,1,AUTO,1652,65,2024,9,2022-08-18,2024-03-14,8,2022,Annulation,Anterieur,214.746,123.794,0.0,0.0,519.078,53.687,9.186,622.203,81.696
QA00038166,1,AUTO,5321,131,2020,12,2019-04-01,2024-06-29,6,2024,Rist.Agent,Anterieur,170.681,73.247,0.0,0.0,243.928,42.67,12.583,311.887,41.895
QA00038189,1,AUTO,19402,161,2023,10,2023-05-17,2024-03-27,3,2024,Rist.Caisse,Anterieur,10614.17,0.0,0.0,0.0,10668.791,2653.543,8.194,14089.083,1533.168
QA00038197,1,AUTO,4769,119,2025,6,2022-03-17,2024-07-17,3,2022,Ann.Cxp,En Cours,134.767,0.0,0.0,0.0,276.769,33.692,5.336,335.459,31.86
QA00038228,1,AUTO,16732,173,2019,11,2018-07-11,2023-11-06,11,2023,Rist.Caisse,Anterieur,111.008,0.0,69.471,80.37,318.765,27.752,11.169,380.015,65.557
QA00038239,1,AUTO,7846,4,2025,9,2022-03-22,2024-03-30,3,2022,Rist.Bank,En Cours,105.007,0.0,0.0,11.508,231.273,26.252,13.804,288.571,27.125
QA00038272,1,AUTO,9155,6,2020,2,2020-01-24,2021-12-26,12,2021,Ann.Cxp,Anterieur,4614.07,3975.565,19.264,0.0,8636.989,1153.517,11.871,10440.61,1297.277
QS00038296,3,SANTE,28352,109,2025,4,2022-02-03,2023-12-23,2,2022,Rist.Bank,Anterieur,0.0,0.0,0.0,0.0,14092.311,0.0,11.507,14656.095,651.441
QR00038349,2,IRDS,25654,169,2019,9,2019-09-28,2021-03-13,3,2021,Rist.Agent,Anterieur,0.0,122.027,0.0,0.0,122.027,0.0,8.806,135.831,8.526
QR00038377,2,IRDS,21162,12,2023,11,2022-07-21,2023-02-20,2,2023,Rist.Cheque,En Cours,975.89,152.019,0.0,0.0,1127.909,243.972,5.19,1432.439,179.423
QA00038387,1,AUTO,14816,65,2019,8,2019-03-29,2022-10-22,10,2022,Ann.Cxp,Anterieur,297.843,83.988,0.0,0.0,409.308,74.461,6.322,512.036,67.187
QA00038474,1,AUTO,13159,12,2022,6,2022-06-04,2024-05-01,5,2024,Rist.Cheque,Anterieur,174.729,84.422,0.0,23.555,352.847,43.682,9.73,432.928,54.566
QR00038587,2,IRDS,22130,135,2022,1,2021-04-07,2023-09-23,9,2023,Rist.Bank,Anterieur,0.0,144.997,0.0,0.0,144.997,0.0,9.971,162.993,12.465
QA00038643,1,AUTO,18009,56,2024,12,2023-07-16,2024-06-24,6,2024,Rist.Caisse,Anterieur,209.16,29.473,33.935,0.0,361.028,52.29,6.731,446.729,40.498
QR00038647,2,IRDS,21213,129,2021,8,2020-06-13,2022-12-08,12,2022,Rist.Agent,En Cours,210.778,63.17,0.0,0.0,273.948,52.694,8.532,347.35,48.751
QA00038747,1,AUTO,9132,64,2020,4,2019-08-18,2021-03-17,3,2021,Ann.Cxp,Anterieur,151.939,64.48,32.398,0.0,310.008,37.985,14.321,0.0,40.27
QA00038788,1,AUTO,12540,82,2024,6,2023-11-24,2024-04-07,4,2024,Ann.Cxp,En Cours,283.536,45.252,0.0,0.0,395.904,70.884,6.026,502.067,50.295
QA00038915,1,AUTO,5904,97,2021,8,2021-03-08,2022-01-14,1,2022,NEANT,Anterieur,190.13,47.237,0.0,34.614,357.713,47.532,14.566,440.918,50.576
QS00038936,3,SANTE,29194,164,2024,8,2023-03-28,2024-05-28,5,2024,Annulation,Anterieur,0.0,0.0,0.0,0.0,14138.628,0.0,10.338,14653.306,1260.128
QA00039026,1,AUTO,8968,34,2022,11,2022-08-11,,3,2023,Rist.Cheque,En Cours,6703.141,3076.055,94.374,0.0,10029.135,1675.785,11.067,12355.204,1739.202
QA00039103,1,AUTO,8838,157,2020,2,2019-10-27,2024-09-18,9,2024,Rist.Bank,En Cours,682.741,0.0,73.197,0.0,777.724,170.685,7.478,998.149,133.658
QA00039202,1,AUTO,4877,155,2022,9,2021-06-02,2023-01-11,1,2023,NEANT,En Cours,484.49,0.0,0.0,42.605,564.444,121.123,7.851,731.892,67.339
QA00039244,1,AUTO,17447,109,2020,8,2019-08-28,2020-05-28,5,2020,Annulation,Anterieur,250.094,0.0,37.175,0.0,321.101,62.523,7.488,410.712,60.64
QA00039256,1,AUTO,12140,97,2025,5,2023-12-13,2024-08-21,12,2023,Annulation,Anterieur,140.856,22.326,9.528,9.376,182.086,35.214,8.009,238.638,35.82
QA00039418,1,AUTO,16343,165,2021,4,2020-11-22,2023-01-03,1,2023,Rist.Agent,En Cours,236.347,51.254,123.072,0.0,444.35,59.087,6.056,540.053,0.0
QS00039602,3,SANTE,29099,144,2019,3,2018-11-13,2022-06-24,6,2022,Rist.Caisse,En Cours,0.0,0.0,0.0,0.0,37781.801,0.0,9.105,39557.189,2093.204
QA00039661,1,AUTO,18865,9,2019,2,2018-07-30,2024-11-24,11,2024,Rist.Bank,En Cours,313.102,104.547,47.132,0.0,464.781,78.275,8.851,582.054,48.327
QR00039748,2,IRDS,20771,10,2019,4,2018-12-12,2023-05-31,5,2023,Rist.Cheque,Anterieur,0.0,149.639,0.0,15.215,164.854,0.0,4.844,180.6,21.4
QA00039776,1,AUTO,18966,117,2023,9,2022-12-20,2024-12-14,12,2024,Rist.Cheque,En Cours,356.478,0.0,133.159,73.651,563.288,89.12,12.252,704.573,89.545
QA00039797,1,AUTO,19930,126,2023,8,2023-03-06,2024-07-04,7,2024,Annulation,En Cours,591.424,28.136,0.0,0.0,710.712,147.856,7.165,909.93,158.833
